enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
3501,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,>4,21,0.0000
31294,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,1,9,0.0000
29919,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Pvt Ltd,1,40,1.0000
3615,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,,8,100-500,Pvt Ltd,1,116,0.0000
14592,city_101,0.558,,No relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,53,1.0000
22072,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,218,0.0000
4845,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Public Sector,1,124,1.0000
27354,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,,,1,34,1.0000
14287,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,10000+,Pvt Ltd,1,97,0.0000
10544,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,4,4,1.0000
4852,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,>4,2,1.0000
27665,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,2,292,0.0000
6083,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,4,19,1.0000
28524,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,12,1.0000
410,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,2,80,0.0000
1582,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Oct-49,Early Stage Startup,>4,41,0.0000
23196,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,>4,23,1.0000
32239,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,10000+,Pvt Ltd,1,276,0.0000
28687,city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,8,1000-4999,Public Sector,3,302,0.0000
4192,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Funded Startup,1,20,0.0000
2014,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,44,1.0000
7111,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,74,0.0000
1747,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,15,0.0000
9216,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,114,0.0000
4970,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,2,21,0.0000
6438,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,118,1.0000
19341,city_19,0.682,,No relevent experience,Full time course,Graduate,STEM,3,,,,7,1.0000
33186,city_54,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,158,0.0000
15765,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,284,0.0000
19205,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,1,6,0.0000
32007,city_160,0.92,,No relevent experience,Full time course,High School,,2,,,2,110,0.0000
27084,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,500-999,Pvt Ltd,>4,52,0.0000
24868,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,56,0.0000
8711,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,2,29,1.0000
22283,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,NGO,1,42,0.0000
29004,city_61,0.913,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,90,0.0000
24881,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,1,46,0.0000
17010,city_103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,,2,37,0.0000
14358,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,58,0.0000
13276,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,69,1.0000
13158,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,<1,,,2,39,0.0000
8074,city_24,0.698,Male,Has relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Pvt Ltd,1,23,0.0000
17601,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,77,0.0000
1286,city_160,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,53,0.0000
21607,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Other,3,114,1.0000
25433,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,2,27,1.0000
18150,city_97,0.925,Male,Has relevent experience,no_enrollment,Primary School,,6,,,>4,28,0.0000
25264,city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,15,,Pvt Ltd,1,64,0.0000
26758,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,21,1.0000
32466,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,4,108,0.0000
30776,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,38,0.0000
17630,city_129,0.625,,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Pvt Ltd,4,72,0.0000
3459,city_26,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,2,73,0.0000
8944,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,12,0.0000
4245,city_104,0.924,Male,No relevent experience,no_enrollment,Graduate,Arts,14,,,4,56,0.0000
8568,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,26,0.0000
30944,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,54,0.0000
7168,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,3,14,0.0000
31475,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,77,0.0000
3715,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,232,1.0000
30039,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,126,0.0000
8746,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,2,20,0.0000
30417,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,36,0.0000
14244,city_103,0.92,Male,No relevent experience,Full time course,High School,,5,50-99,NGO,1,104,0.0000
25944,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,20,0.0000
24707,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,1,15,0.0000
14278,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,44,0.0000
19667,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,46,0.0000
15131,city_114,0.926,Male,No relevent experience,Full time course,High School,,<1,,,never,38,0.0000
11206,city_55,0.739,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,NGO,1,278,0.0000
10366,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,17,,,>4,23,0.0000
23156,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,,10000+,Pvt Ltd,1,83,0.0000
15898,city_100,0.887,,Has relevent experience,no_enrollment,Graduate,Arts,4,Oct-49,,2,33,1.0000
23886,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,4,,,2,112,1.0000
8969,city_149,0.689,,Has relevent experience,,Graduate,STEM,9,50-99,Early Stage Startup,1,63,0.0000
29587,city_103,0.92,,Has relevent experience,no_enrollment,High School,,9,1000-4999,Pvt Ltd,2,3,0.0000
27558,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,2,224,1.0000
28691,city_165,0.903,Female,Has relevent experience,no_enrollment,Graduate,Humanities,1,100-500,Pvt Ltd,never,5,0.0000
31990,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Public Sector,>4,50,0.0000
16933,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,184,0.0000
9058,city_11,0.55,Male,Has relevent experience,no_enrollment,Primary School,,3,50-99,Pvt Ltd,1,12,0.0000
9322,city_158,0.766,,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,2,12,0.0000
1267,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,16,0.0000
18009,city_103,0.92,,No relevent experience,,,,<1,,,,43,0.0000
21007,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,135,0.0000
9857,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,86,0.0000
14404,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Public Sector,1,158,0.0000
33171,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Funded Startup,1,44,1.0000
31614,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,102,0.0000
21697,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,13,,,3,11,0.0000
4522,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,>4,46,0.0000
1418,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,56,0.0000
11001,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Pvt Ltd,1,53,0.0000
1315,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,188,1.0000
21547,city_136,0.897,Male,No relevent experience,no_enrollment,Primary School,,4,,,never,26,0.0000
3368,city_71,0.884,,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,107,0.0000
1264,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,17,0.0000
9751,city_97,0.925,,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,,42,0.0000
7014,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,1,83,0.0000
20076,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,5,,,never,3,0.0000
8018,city_24,0.698,Male,No relevent experience,Full time course,Graduate,STEM,12,10000+,Public Sector,2,67,1.0000
16520,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,4,0.0000
1577,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,6,,,1,15,1.0000
31927,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,Pvt Ltd,never,26,1.0000
19972,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,55,0.0000
23459,city_114,0.926,Male,No relevent experience,Part time course,Graduate,STEM,6,,,never,50,0.0000
6521,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,3,12,1.0000
29621,city_67,0.855,Male,Has relevent experience,Part time course,High School,,10,,,1,16,0.0000
30675,city_162,0.767,Male,Has relevent experience,Part time course,,,2,<10,Early Stage Startup,1,74,1.0000
9987,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,34,0.0000
22612,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,>4,35,0.0000
1403,city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,4,9,0.0000
1510,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,5000-9999,Pvt Ltd,>4,4,0.0000
25645,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,1,30,0.0000
12680,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Funded Startup,3,5,0.0000
9734,city_103,0.92,,No relevent experience,Full time course,High School,,<1,,,never,20,0.0000
22623,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,21,0.0000
1549,city_152,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,89,1.0000
13291,city_74,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,<1,Oct-49,Pvt Ltd,1,49,1.0000
17541,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,1,,,1,52,0.0000
15010,city_18,0.824,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,>4,28,1.0000
11999,city_36,0.893,,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,,16,1.0000
21570,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,52,1.0000
15990,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,168,1.0000
19147,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,3,,,,30,0.0000
21580,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,3,28,1.0000
10104,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,1,75,0.0000
12250,city_93,0.865,Male,Has relevent experience,Full time course,High School,,6,50-99,Funded Startup,1,50,0.0000
349,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,21,0.0000
3128,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,16,,,>4,60,0.0000
4823,city_123,0.738,,Has relevent experience,no_enrollment,Graduate,STEM,,100-500,Pvt Ltd,,9,1.0000
21770,city_50,0.896,Male,No relevent experience,no_enrollment,Masters,STEM,4,100-500,,1,32,0.0000
9236,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,3,136,0.0000
31412,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,23,0.0000
4648,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,108,0.0000
3611,city_61,0.913,,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,64,0.0000
17417,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,2,8,0.0000
19194,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,52,0.0000
8940,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,19,0.0000
6354,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,>4,78,0.0000
26855,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,3,,,1,32,1.0000
24074,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,,,1,63,0.0000
21088,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,never,218,0.0000
13332,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,4,<10,NGO,1,25,1.0000
85,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,28,1.0000
31548,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,2,174,0.0000
25460,city_41,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,22,0.0000
8745,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,49,0.0000
10954,city_83,0.923,,No relevent experience,Full time course,High School,,4,,,,55,0.0000
186,city_118,0.722,Male,No relevent experience,Full time course,Graduate,Humanities,6,,,2,162,0.0000
19671,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,16,1000-4999,Pvt Ltd,never,29,1.0000
32078,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,3,23,0.0000
31407,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,141,0.0000
10982,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,2,70,0.0000
23961,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,46,0.0000
12937,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,17,,,2,10,1.0000
14861,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,12,,,>4,30,1.0000
19309,city_46,0.762,,Has relevent experience,Part time course,Graduate,STEM,10,100-500,Pvt Ltd,2,8,0.0000
2424,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Public Sector,3,34,0.0000
28100,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,18,10000+,Pvt Ltd,2,6,0.0000
9010,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Funded Startup,>4,138,0.0000
11363,city_73,0.754,,No relevent experience,Part time course,Masters,STEM,>20,,,1,74,1.0000
30456,city_78,0.579,,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,45,1.0000
12597,city_28,0.939,Male,No relevent experience,no_enrollment,Graduate,Humanities,12,50-99,Public Sector,>4,22,0.0000
31163,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,Oct-49,Pvt Ltd,4,78,1.0000
32236,city_21,0.624,,No relevent experience,Full time course,High School,,6,,,1,16,1.0000
32008,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,2,44,0.0000
17823,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,3,56,0.0000
32639,city_160,0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,22,0.0000
23142,city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,3,0.0000
15252,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,3,0.0000
16316,city_162,0.767,,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,46,0.0000
21664,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,28,1.0000
26644,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,202,0.0000
27985,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,2,12,0.0000
30438,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,>4,87,0.0000
22322,city_75,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,13,500-999,Pvt Ltd,1,22,0.0000
15332,city_73,0.754,Male,Has relevent experience,no_enrollment,High School,,7,,,never,4,0.0000
10341,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,>4,13,0.0000
8771,city_73,0.754,,No relevent experience,Full time course,Graduate,STEM,7,,,2,14,1.0000
23480,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,never,120,0.0000
20654,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,2,42,1.0000
17587,city_103,0.92,Male,No relevent experience,no_enrollment,,,1,,,never,6,0.0000
27632,city_53,0.74,,Has relevent experience,no_enrollment,Graduate,No Major,10,<10,Early Stage Startup,1,52,0.0000
20715,city_136,0.897,,No relevent experience,Full time course,Graduate,No Major,2,1000-4999,Pvt Ltd,1,68,0.0000
14779,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,17,500-999,,1,13,0.0000
27534,city_41,0.827,Male,Has relevent experience,no_enrollment,Graduate,,>20,Oct-49,Pvt Ltd,3,16,0.0000
11066,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,10,Oct-49,Pvt Ltd,never,4,0.0000
3385,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Pvt Ltd,2,40,1.0000
3440,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,24,0.0000
22209,city_150,0.698,Male,No relevent experience,Part time course,Graduate,STEM,3,,,never,54,1.0000
19620,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,>4,76,0.0000
3804,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,23,0.0000
21993,city_136,0.897,,No relevent experience,Full time course,Graduate,No Major,3,<10,Pvt Ltd,1,77,0.0000
21677,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,2,47,0.0000
17918,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,>4,41,0.0000
9713,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,22,1.0000
18116,city_99,0.915,Male,No relevent experience,no_enrollment,High School,,4,,,never,12,0.0000
14402,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,60,0.0000
6678,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,2,13,1.0000
1689,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,3,41,0.0000
24909,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,31,1.0000
18457,city_44,0.725,Male,Has relevent experience,,Graduate,STEM,6,<10,Pvt Ltd,3,13,0.0000
30960,city_162,0.767,,Has relevent experience,,Graduate,STEM,6,5000-9999,Pvt Ltd,1,77,0.0000
29597,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,55,1.0000
10281,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,12,,,2,111,1.0000
28522,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,4,20,0.0000
10463,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,87,1.0000
25496,city_103,0.92,,Has relevent experience,Part time course,Masters,STEM,>20,,,1,39,1.0000
12475,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,never,24,0.0000
17315,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,NGO,1,282,0.0000
15448,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,,1,166,0.0000
31812,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,84,1.0000
18514,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,never,54,1.0000
15287,city_160,0.92,Female,Has relevent experience,no_enrollment,Primary School,,10,50-99,Early Stage Startup,1,33,0.0000
24012,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,1,92,1.0000
19743,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,1,41,0.0000
15054,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,10000+,Pvt Ltd,3,56,1.0000
21157,city_99,0.915,Male,No relevent experience,no_enrollment,High School,,8,5000-9999,Public Sector,1,42,0.0000
22481,city_36,0.893,Male,Has relevent experience,no_enrollment,High School,,20,,,1,167,0.0000
1862,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,9,Oct-49,Early Stage Startup,1,122,0.0000
27541,city_64,0.666,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,2,44,1.0000
10396,city_160,0.92,,Has relevent experience,no_enrollment,,,4,100-500,Pvt Ltd,1,206,0.0000
17553,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,102,0.0000
18496,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,14,50-99,Pvt Ltd,3,84,0.0000
19688,city_100,0.887,,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Public Sector,2,34,0.0000
13785,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,72,0.0000
19848,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,11,1.0000
10833,city_114,0.926,,Has relevent experience,no_enrollment,High School,,>20,Oct-49,Pvt Ltd,1,36,0.0000
14327,city_74,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,1,,,1,23,0.0000
5401,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,4,<10,,1,45,0.0000
5946,city_149,0.689,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Funded Startup,1,70,0.0000
1697,city_160,0.92,Male,Has relevent experience,Full time course,High School,,8,100-500,Pvt Ltd,1,13,0.0000
29776,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,2,78,1.0000
32417,city_21,0.624,Male,No relevent experience,Full time course,High School,,6,,,1,9,1.0000
5168,city_10,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,1,14,0.0000
2888,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,never,80,0.0000
6530,city_162,0.767,,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,13,0.0000
14377,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,4,18,0.0000
15722,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,178,0.0000
24799,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,>20,10000+,Pvt Ltd,>4,278,0.0000
16894,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,31,0.0000
14969,city_90,0.698,,No relevent experience,Full time course,High School,,7,,,1,114,1.0000
4798,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,Arts,1,,,1,29,0.0000
32552,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,3,138,0.0000
